Sun May 26 10:46:40 2024    profile_output

         35856598 function calls (35200488 primitive calls) in 51.988 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     7630    0.003    0.000    0.003    0.000 {built-in method from_bytes}
    23364    0.003    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1828(ndim)
      354    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:782(_maybe_mask_setitem_value)
      105    0.000    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/scipy/interpolate/_polyint.py:59(__call__)
      931    0.002    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/traitlets/traitlets.py:727(_cross_validate)
     9239    0.003    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:1980(shape)
      389    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/data.py:899(_is_cupy_array)
     3716    0.003    0.000    0.003    0.000 {method 'update' of '_hashlib.HMAC' objects}
     7497    0.002    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/data.py:356(is_pa_ext_dtype)
     1416    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1226(_validate_key)
      708    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:974(_is_nested_tuple_indexer)
     1239    0.002    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:350(getitem_block_columns)
     4956    0.003    0.000    0.003    0.000 {method 'item' of 'numpy.ndarray' objects}
     8319    0.003    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:2752(need_slice)
    14868    0.003    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/common.py:178(<genexpr>)
      354    0.003    0.000    0.003    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
     1283    0.003    0.000    0.003    0.000 {built-in method now}
      354    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:166(is_re_compilable)
      531    0.001    0.000    0.003    0.000 {method 'min' of 'numpy.ndarray' objects}
     2867    0.002    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:4440(_maybe_preserve_names)
      177    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:679(_get_free_pos)
      929    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/jupyter_client/session.py:198(utcnow)
       35    0.000    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/function_base.py:398(average)
     7965    0.003    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/enum.py:1292(value)
      354    0.000    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:762(infer_dtype_from)
      566    0.002    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/construction.py:532(treat_as_nested)
     1416    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:935(_expand_ellipsis)
      713    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:110(__enter__)
     1837    0.002    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:2794(_na_value)
     9833    0.003    0.000    0.003    0.000 {method 'append' of 'collections.deque' objects}
      177    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/common.py:550(infer_compression)
     2124    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1303(<genexpr>)
      354    0.001    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:687(_constructor_expanddim_from_mgr)
     3363    0.003    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1128(value_getitem)
      354    0.002    0.000    0.003    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:1742(isna)
     1829    0.003    0.000    0.003    0.000 {method 'release' of '_thread.lock' objects}
      531    0.000    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:789(values)
      708    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:186(__format__)
      177    0.000    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/printing.py:567(get_adjustment)
     2867    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:7652(ensure_has_len)
     1234    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:550(_is_master_process)
     8917    0.002    0.000    0.002    0.000 {method 'popleft' of 'collections.deque' objects}
      389    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/numeric.py:203(ones_like)
     1064    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/threading.py:277(__init__)
      713    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:113(__exit__)
      531    0.002    0.000    0.002    0.000 {built-in method _operator.sub}
     3985    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:138(_event_pipe)
      933    0.001    0.000    0.002    0.000 {built-in method _heapq.heappop}
    11859    0.002    0.000    0.002    0.000 {built-in method sys.getrefcount}
      177    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/lib/shape_base.py:612(column_stack)
    11859    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1989(index)
      566    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/numeric.py:136(ones)
      929    0.002    0.000    0.002    0.000 {method 'copy' of '_hashlib.HMAC' objects}
      354    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/common.py:248(stringify_path)
     1947    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1392(<genexpr>)
     6793    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:692(_constructor)
     1309    0.002    0.000    0.002    0.000 {method 'match' of 're.Pattern' objects}
     3044    0.002    0.000    0.002    0.000 {built-in method numpy.promote_types}
      566    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1667(_validate_integer)
     1416    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/grouper.py:643(name)
     2124    0.002    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
      389    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/core.py:2637(num_features)
      177    0.000    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/format.py:544(_initialize_justify)
      929    0.002    0.000    0.002    0.000 {method 'hexdigest' of '_hashlib.HMAC' objects}
      177    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/pathlib.py:551(drive)
      354    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:775(infer_dtype_from_scalar)
      566    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:404(is_dataclass)
      708    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/api.py:265(_find_common_index_dtype)
     2134    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/threading.py:302(__exit__)
      177    0.000    0.000    0.002    0.000 <frozen genericpath>:60(getsize)
     7021    0.002    0.000    0.002    0.000 {built-in method time.monotonic}
      531    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:2000(external_values)
     3989    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/queue.py:209(_qsize)
      531    0.000    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/_methods.py:43(_amin)
     1770    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/groupby.py:1340(<genexpr>)
      354    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:1591(_validate_scalar)
      177    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/utils.py:213(__init__)
      354    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:5649(_needs_reindex_multi)
      931    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:216(_check_mp_mode)
      708    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/arrays/sparse/accessor.py:29(__init__)
      177    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/formats/csvs.py:219(write_cols)
      177    0.000    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/pathlib.py:870(is_dir)
      354    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/common.py:1165(_is_binary_mode)
     1626    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/utils/_array_api.py:292(asarray)
      354    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:5425(_getitem_slice)
      531    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/ops/array_ops.py:507(maybe_prepare_scalar_for_op)
     1244    0.002    0.000    0.002    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
     2135    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/threading.py:299(__enter__)
      929    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/traitlets/traitlets.py:2635(validate)
     1168    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/getlimits.py:685(__init__)
      177    0.000    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/common.py:160(is_url)
      929    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/jupyter_client/session.py:281(extract_header)
      708    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1251(_is_scalar_access)
     1239    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/_config/config.py:688(_warn_if_deprecated)
     8850    0.002    0.000    0.002    0.000 {function FrozenList.__getitem__ at 0x742c4f9de480}
     3363    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:320(__len__)
      778    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/core.py:340(_numpy2ctypes_type)
     2336    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:915(__array__)
      354    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:4201(_convert_slice_indexer)
     7788    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:7045(_deprecate_downcast)
      354    0.000    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:2904(_validate)
      937    0.001    0.000    0.002    0.000 {built-in method _heapq.heappush}
     1556    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/data.py:900(<genexpr>)
     2124    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1181(<genexpr>)
     1234    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:505(parent_header)
     8142    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/base.py:56(__init__)
     6129    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.lock' objects}
      885    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/concat.py:140(<genexpr>)
      354    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:829(_ensure_listlike_indexer)
     2733    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/asyncio/events.py:127(__lt__)
     5458    0.002    0.000    0.002    0.000 {method 'join' of 'str' objects}
      929    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:725(_hooks)
      708    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:973(coerce_indexer_dtype)
     2478    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2591(is_numeric)
     1626    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sklearn/_config.py:24(_get_threadlocal_config)
     1805    0.002    0.000    0.002    0.000 {method 'transpose' of 'numpy.ndarray' objects}
      531    0.000    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/io/common.py:188(_expand_user)
     4279    0.002    0.000    0.002    0.000 {built-in method _ctypes.byref}
     1981    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/threading.py:314(_is_owned)
      374    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/_weakrefset.py:27(__exit__)
      778    0.002    0.000    0.002    0.000 {method 'sort' of 'numpy.ndarray' objects}
     3717    0.002    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/threading.py:1196(ident)
      177    0.000    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/pathlib.py:835(stat)
     1486    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/base.py:332(array)
    14899    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
      566    0.001    0.000    0.002    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/construction.py:950(_validate_or_indexify_columns)
